ZIP,CITY,STATEID,VENUE_NAME,LAT,LNG,CATEGORY,CATEGORY_SHORT
24701,Bluefield,WV,Portabella Italian Restaurant,37.269585,-81.22286,Italian Restaurant,Italian
24701,Bluefield,WV,Railyard,37.2690683,-81.2220128,New American Restaurant,New American
24701,Bluefield,WV,Landmark Antiques,37.26920338333106,-81.22250318527222,Antique Shop,Antiques
24701,Bluefield,WV,McDonald\'s,37.26622569767653,-81.23172998428345,Fast Food Restaurant,Fast Food
24701,Bluefield,WV,Sacred Heart Catholic Church,37.27294894797113,-81.21844049731882,Church,Church
24701,Bluefield,WV,Portabella,37.269678,-81.222955,Italian Restaurant,Italian
24701,Bluefield,WV,Blue Spoon Cafe,37.26887,-81.220694,Restaurant,Restaurant
24701,Bluefield,WV,Kindred at Home,37.268333,-81.226795,Assisted Living,Assisted Living
24701,Bluefield,WV,Best In Show,37.268849,-81.222897,Pet Service,Pet Service
24740,Princeton,WV,Mercer County Courthouse,37.36914426175647,-81.10360797115177,Courthouse,Courthouse
24740,Princeton,WV,West Virginia Legal Aid,37.367470000000004,-81.1017,Lawyer,Lawyer
24740,Princeton,WV,Walgreens,37.36091384839104,-81.10440015792847,Pharmacy,Pharmacy
24740,Princeton,WV,Suite 200,37.36564,-81.103123,Office,Office
24740,Princeton,WV,Princeton Middle School,37.3687798952798,-81.10339400754206,Middle School,Middle School
24740,Princeton,WV,Sisters Coffee House,37.366544396869024,-81.10415910141269,Coffee Shop,Coffee Shop
24740,Princeton,WV,McDonald\'s,37.360736900738914,-81.10155701637268,Fast Food Restaurant,Fast Food
24740,Princeton,WV,US Post Office,37.368764940982786,-81.09785839963835,Post Office,Post Office
24740,Princeton,WV,Big Lots,37.361371999999996,-81.10321,Big Box Store,Big Box Store
24747,Rock,WV,Buffalo Trail Restaurant and Brewery,37.319112,-81.261775,Restaurant,Restaurant
24747,Rock,WV,Shell,37.401774,-81.14040509,Gas Station,Gas Station
24747,Rock,WV,Kroger,37.2982559,-81.2538318,Supermarket,Supermarket
24747,Rock,WV,Mercer County 4-H Camp,37.33654077074675,-81.1542456606346,Campground,Campground
24747,Rock,WV,Tudor\'s Biscuit World,37.312587,-81.260456,Breakfast Spot,Breakfast
24747,Rock,WV,Grant’s Supermarket,37.298292,-81.254055,Grocery Store,Grocery Store
24747,Rock,WV,Family Dollar,37.31630249784107,-81.26549040737109,Discount Store,Discount Store
24747,Rock,WV,Arby\'s,37.326515929418974,-81.24656722751223,Fast Food Restaurant,Fast Food
24747,Rock,WV,Meade Tractor of Bluefield,37.30486,-81.26509,Miscellaneous Shop,Shop
24747,Rock,WV,Advance Auto Parts,37.31031976440094,-81.25869624697316,Automotive Shop,Automotive
24801,Welch,WV,Marquee Cinema,37.43200985863577,-81.58524800629887,Movie Theater,Movie Theater
24801,Welch,WV,McDowell County Courthouse,37.432853,-81.584748,Courthouse,Courthouse
24801,Welch,WV,Welch Public Library,37.43243139930202,-81.5826618968026,Library,Library
24801,Welch,WV,Welch DMV,37.432844,-81.585262,City Hall,City Hall
24801,Welch,WV,Charles R Payne,37.441381,-81.5710683,Financial or Legal Service,Financial / Legal
24801,Welch,WV,Flat Iron Drug Store,37.43143,-81.585724,Pharmacy,Pharmacy
24801,Welch,WV,US Post Office,37.43082452114461,-81.58574938774109,Post Office,Post Office
24801,Welch,WV,Pioneer Community Bank,37.41663957,-81.58966456,Bank,Bank
24801,Welch,WV,Linkous City Park,37.43234100120862,-81.5841293334961,Park,Park
24870,Oceana,WV,Rite Aid,37.692473,-81.626332,Pharmacy,Pharmacy
24870,Oceana,WV,Family Health Care,37.692748,-81.627004,Doctor\'s Office,Doctor\'s Office
24870,Oceana,WV,7-Eleven,37.691762,-81.624548,Convenience Store,Convenience Store
24870,Oceana,WV,Sprint Store,37.6920171,-81.6267107,Mobile Phone Shop,Mobile Phones
24870,Oceana,WV,Wyco,37.691786,-81.628493,Sculpture Garden,Sculpture
24870,Oceana,WV,Palm Memorial Gardens,37.66518,-81.59518,Cemetery,Cemetery
24870,Oceana,WV,Oceana Church of God,37.691847,-81.63195,Church,Church
24874,Pineville,WV,Cornerstone Grill,37.58330728509622,-81.53768251474453,Fast Food Restaurant,Fast Food
24874,Pineville,WV,Wyoming County Courthouse,37.583940000000005,-81.53802900000001,Courthouse,Courthouse
24874,Pineville,WV,Dollar General,37.5825,-81.537,Discount Store,Discount Store
24874,Pineville,WV,Happy Trails,37.583517,-81.536559,Campground,Campground
24874,Pineville,WV,Pineville United Methodist Church,37.580409,-81.53711,Church,Church
24874,Pineville,WV,Family Dollar,37.596,-81.6368,Discount Store,Discount Store
24874,Pineville,WV,Family Dollar,37.616599,-81.53982,Discount Store,Discount Store
24901,Lewisburg,WV,United States Post Office,37.80081563388585,-80.44381930667973,Post Office,Post Office
24901,Lewisburg,WV,Bella The Corner Gormet,37.80169180139763,-80.44532355387295,Gourmet Shop,Gourmet
24901,Lewisburg,WV,Lewisburg City Building,37.802057,-80.445828,City Hall,City Hall
24901,Lewisburg,WV,Greenspace,37.80163132648258,-80.44525544295435,Plaza,Plaza
24901,Lewisburg,WV,The Wild Bean,37.80128599882634,-80.44482777541343,Coffee Shop,Coffee Shop
24901,Lewisburg,WV,Stardust Cafe,37.80163776056897,-80.44525566530388,American Restaurant,American
24901,Lewisburg,WV,Wolf Creek Gallery,37.801860922805794,-80.44568750721417,Boutique,Boutique
24901,Lewisburg,WV,Department of MZotor Vehicles zlewisburg West Virginia,37.799171447753906,-80.44646453857422,Building,Building
24901,Lewisburg,WV,Irish Pub on Washington St,37.801564872958814,-80.44529895575288,Pub,Pub
24910,Alderson,WV,Amtrak Station - Alderson (ALD),37.72473449828769,-80.64509868621826,Train Station,Train Station
24910,Alderson,WV,Family Dollar,37.72690822697371,-80.63899730933375,Discount Store,Discount Store
24910,Alderson,WV,Old Greenbrier Baptist Church,37.72799795234261,-80.63696500557094,Church,Church
24910,Alderson,WV,Alderson Depot Musem,37.724255,-80.644203,History Museum,History Museum
24910,Alderson,WV,Alderson Patriotic Days: Fireworks,37.727725982666016,-80.63667297363281,Event Space,Event Space
24910,Alderson,WV,Exxon,37.72602,-80.6427,Gas Station,Gas Station
24910,Alderson,WV,BP,37.728697,-80.63253,Gas Station,Gas Station
24910,Alderson,WV,Exxon,37.6832599344,-80.7225394249,Gas Station,Gas Station
24954,Marlinton,WV,Dirtbean Cafe & Bike Shop,38.222953530711585,-80.09392961656329,Café,Café
24954,Marlinton,WV,Pocahontas Times,38.223102969328146,-80.09422199869805,Office,Office
24954,Marlinton,WV,Marlinton,38.22213780119994,-80.09263683329017,Historic Site,Historic Site
24954,Marlinton,WV,Old Clark Inn Bed & Breakfast,38.223985,-80.092794,Bed & Breakfast,B & B
24954,Marlinton,WV,Darren Jackson - State Farm Insurance Agent,38.22341,-80.094564,Office,Office
24954,Marlinton,WV,Pocahontas Foodland,38.223512934379755,-80.09421871734159,Grocery Store,Grocery Store
24954,Marlinton,WV,Greenbrier Grille & Lodge,38.22407184392102,-80.09550602223645,Diner,Diner
24954,Marlinton,WV,"Mitchell Chevrolet, Inc",38.221912,-80.09287,Auto Dealership,Auto Dealer
24954,Marlinton,WV,Richardson,38.21905948,-80.08755446,Hardware Store,Hardware
24954,Marlinton,WV,Pocahontas County Opera House,38.224894477996216,-80.09402780184207,Music Venue,Music Venue
24963,Peterstown,WV,Hometown Restaurant,37.39744541583778,-80.79905363763261,Diner,Diner
24963,Peterstown,WV,Shell,37.39626821708474,-80.80249413565477,Gas Station,Gas Station
24963,Peterstown,WV,United States Post Office,37.397484,-80.799961,Post Office,Post Office
24963,Peterstown,WV,Family Dollar,37.392804,-80.805487,Discount Store,Discount Store
24963,Peterstown,WV,KC\'s Burger & Dawg Haus,37.39717398968758,-80.79785289226444,Food Truck,Food Truck
24963,Peterstown,WV,Lawson Family Dentistry,37.396934509277344,-80.79907989501953,Dentist\'s Office,Dentist\'s Office
24963,Peterstown,WV,wedgees,37.397658799116826,-80.80002720180586,Building,Building
24963,Peterstown,WV,opportuntity knocks,37.39686821166439,-80.78974468785404,Casino,Casino
24970,Ronceverte,WV,Ronceverte Post Office,37.74849,-80.465154,Post Office,Post Office
24970,Ronceverte,WV,Exxon,37.7501077559,-80.463014245,Gas Station,Gas Station
24970,Ronceverte,WV,Corner Market,37.75010704994092,-80.46298742294077,Gas Station,Gas Station
24970,Ronceverte,WV,Martin & Jones Hardware,37.747788270793365,-80.46608807655676,Hardware Store,Hardware
24970,Ronceverte,WV,Rudys Corner Grill,37.74933654744666,-80.46386685166974,American Restaurant,American
24970,Ronceverte,WV,First National Bank,37.749197,-80.46489,Bank,Bank
24970,Ronceverte,WV,Rite Aid,37.766621429191645,-80.46724860065052,Pharmacy,Pharmacy
24970,Ronceverte,WV,Kroger,37.76823385576905,-80.46711770821275,Supermarket,Supermarket
24970,Ronceverte,WV,Sherwin-Williams Paint Store,37.76754284995135,-80.46708583831786,Hardware Store,Hardware
24970,Ronceverte,WV,Community Thrift Shop,37.74839298235325,-80.46314453347217,Thrift / Vintage Store,Thrift / Vintage
24986,White Sulphur Springs,WV,BP,37.795961,-80.297563,Gas Station,Gas Station
24986,White Sulphur Springs,WV,Shell,37.79623756863389,-80.29723703484314,Gas Station,Gas Station
24986,White Sulphur Springs,WV,Liquor Shoppe,37.796712,-80.297045,Liquor Store,Liquor Store
24986,White Sulphur Springs,WV,Performance Auto,37.796625,-80.297772,Automotive Shop,Automotive
24986,White Sulphur Springs,WV,Workers United,37.796083,-80.296705,Coworking Space,Coworking Space
24986,White Sulphur Springs,WV,Gillespie\'s Flowers,37.79216,-80.29964,Building,Building
24986,White Sulphur Springs,WV,Wss Civic Center,37.79238973816017,-80.2940045709664,Convention Center,Convention Center
24986,White Sulphur Springs,WV,James Wylie Bed & Breakfast,37.79736979928109,-80.29731321936816,Bed & Breakfast,B & B
24986,White Sulphur Springs,WV,Old White Motor Sales,37.795691,-80.2983,Automotive Shop,Automotive
24986,White Sulphur Springs,WV,Bella Italy,37.795175,-80.299206,Pizza Place,Pizza
25003,Alum Creek,WV,Alum Creek Post Office,38.285358,-81.806509,Post Office,Post Office
25003,Alum Creek,WV,Hampton Southridge Wv,38.31631229033177,-81.71834333800916,Hotel,Hotel
25003,Alum Creek,WV,Aspen Dental,38.31884995658091,-81.7184010357654,Dentist\'s Office,Dentist\'s Office
25003,Alum Creek,WV,Panera Bread,38.3175939979742,-81.71823441982269,Bakery,Bakery
25003,Alum Creek,WV,Bible Center Church (Southridge Campus),38.311349197361224,-81.72621385526084,Church,Church
25003,Alum Creek,WV,Sam\'s Club Gasoline,38.288482719911975,-81.714738517302,Gas Station,Gas Station
25003,Alum Creek,WV,Big Bend Golf Course,38.35846484775861,-81.8448456661523,Golf Course,Golf Course
